recipe_id,avg_rating,calories
136602,4.67,388.7
69190,5.0,346.7
503475,5.0,358.2
522861,5.0,1003.8
457136,5.0,708.6
455351,0.0,651.8
333797,5.0,160.4
428056,4.0,33.2
306245,5.0,61.8
523359,0.0,259.7
495314,5.0,233.5
149593,4.71,209.3
227924,2.8,455.3
100540,4.7,195.3
155959,4.36,673.5
29214,5.0,153.4
92533,5.0,397.7
209203,1.67,1063.2
42151,4.11,707.1
327356,4.75,47.2
325509,4.75,190.9
236184,5.0,682.6
241445,4.83,607.1
149887,5.0,365.4
112984,0.0,75.2
200148,1.5,252.6
445026,4.5,484.1
70611,4.33,261.7
273326,2.5,1594.9
310570,4.5,428.1
318677,5.0,455.7
80050,4.67,442.5
269984,5.0,361.1
317508,5.0,212.9
53872,5.0,308.8
268942,5.0,383.1
176110,5.0,447.0
205331,4.33,338.9
165856,5.0,597.1
474769,3.0,325.2
138005,2.5,196.4
216945,3.5,402.9
164526,5.0,89.3
50184,4.0,473.2
316470,5.0,248.7
343338,4.5,183.0
137434,4.0,198.2
95534,4.71,657.6
30473,4.73,13.7
24470,4.0,157.7
311991,5.0,257.4
225707,5.0,742.5
242830,4.0,300.5
336744,4.0,308.0
83542,4.75,2488.6
91626,1.0,761.1
303457,5.0,104.8
176717,5.0,328.4
39226,5.0,80.5
216030,4.75,636.8
268169,4.0,498.9
98357,3.0,1036.0
150365,5.0,161.1
243251,5.0,154.0
20186,5.0,328.3
109818,3.0,173.5
243785,4.67,310.7
207525,4.44,375.4
226246,5.0,339.6
353044,4.0,209.5
263781,0.0,205.7
66932,4.88,372.6
48131,4.67,36.3
32363,4.0,191.9
293225,5.0,1187.4
235173,4.5,165.3
226001,5.0,198.6
220186,4.43,333.4
217201,2.0,792.5
194665,4.0,280.0
269909,5.0,3557.7
259693,3.1,631.2
161370,4.21,226.6
152261,5.0,286.6
152259,4.58,76.5
303460,5.0,142.3
270259,4.14,185.5
345123,5.0,489.7
125195,4.62,173.1
141939,4.17,215.0
171442,4.0,1398.0
212188,5.0,197.4
262208,5.0,245.1
207857,3.0,95.3
221049,4.22,302.6
221116,5.0,567.3
130819,2.5,310.3
20223,5.0,31.2
190108,5.0,336.8
158372,4.17,104.0
219681,3.18,516.1
261215,5.0,366.5
179640,4.71,265.2
250883,4.0,84.3
140855,5.0,474.1
120297,3.75,327.6
130492,3.5,510.8
164634,5.0,107.0
293836,4.5,236.9
169586,5.0,220.3
261296,5.0,141.2
101115,0.0,1040.1
271594,2.5,286.8
164291,4.17,258.6
251528,4.0,572.9
250833,4.2,401.8
343448,4.0,6.6
39893,5.0,163.2
147477,0.0,119.9
223349,5.0,283.5
86768,4.0,4076.9
197001,4.33,338.9
60938,5.0,503.9
228491,4.75,215.1
451515,5.0,193.4
353171,4.33,1582.6
354039,3.75,222.2
302399,5.0,124.0
195736,4.67,110.6
365946,5.0,625.9
221544,5.0,173.9
175306,5.0,160.9
211833,5.0,436.9
276567,4.5,56.5
232044,5.0,122.1
244840,3.0,332.5
342620,5.0,429.9
165270,4.0,815.6
9999,3.8,271.6
423875,4.8,94.7
275675,2.71,777.3
356803,4.0,566.7
296983,5.0,209.7
111462,4.79,337.3
242831,5.0,488.9
151143,4.17,287.9
185799,5.0,566.5
166089,1.57,306.7
310082,4.0,235.4
70005,4.48,0.1
129581,5.0,712.5
116741,3.36,23.8
143750,4.33,191.5
257409,5.0,384.4
154426,5.0,1557.4
255916,5.0,212.1
325714,5.0,883.9
163238,4.91,540.6
274988,4.83,193.8
347252,5.0,188.2
47037,4.33,693.1
130815,4.45,364.4
251021,5.0,158.0
25538,5.0,102.2
276594,3.0,626.2
54837,5.0,1729.9
32378,4.0,296.8
259784,5.0,553.3
16391,4.75,326.3
196264,4.0,82.8
251032,4.0,162.2
429524,5.0,146.5
146,3.0,694.3
315537,4.83,377.8
487173,5.0,276.0
341118,5.0,288.1
77206,4.58,337.9
157487,1.5,567.8
289671,5.0,313.0
356884,2.5,233.0
168590,5.0,2453.4
44050,4.0,1826.2
166328,5.0,3647.1
242,4.4,198.1
124853,4.0,285.8
160077,5.0,650.5
161843,4.0,308.5
447429,4.33,971.3
202009,4.23,1145.6
372665,4.0,109.3
55681,3.0,189.0
230240,4.0,81.0
137701,4.33,1053.2
467795,5.0,49.6
289133,2.5,365.3
28951,4.86,133.0
513531,5.0,291.5
511799,3.0,41.9
292568,4.0,53.1
435497,3.5,339.3
392158,4.0,323.5
167554,5.0,191.8
505132,0.0,150.0
399278,4.0,190.8
535020,0.0,2526.8
165110,4.8,120.8
27200,4.57,835.8
262576,3.5,253.7
357497,5.0,340.7
201697,4.0,252.5
363009,5.0,144.5
113150,4.29,790.6
81635,3.8,99.4
279052,3.29,321.4
240622,5.0,403.2
142984,1.0,531.1
299989,4.7,692.5
165385,3.75,148.3
285606,5.0,109.6
204270,5.0,135.2
117116,4.6,160.2
138275,5.0,253.9
168644,5.0,43.8
20085,5.0,130.7
243157,4.0,274.5
160170,2.5,810.9
441744,5.0,107.4
271113,4.67,171.1
16327,2.67,92.5
182122,4.0,131.1
369169,5.0,166.8
331715,5.0,99.3
249050,4.5,80.9
151746,5.0,648.2
297594,3.0,137.1
63346,4.38,474.7
519068,3.33,785.7
263831,5.0,101.1
419921,2.0,112.4
368320,4.33,552.2
392150,5.0,23.3
342619,4.0,167.9
408907,4.33,633.3
371961,5.0,176.3
188151,4.0,171.0
383120,4.75,41.3
248125,3.5,1303.3
128715,4.5,281.0
495344,4.0,268.2
300339,5.0,213.8
460846,5.0,115.4
367987,5.0,168.0
280918,2.5,262.0
243409,4.0,499.4
243249,4.67,192.9
173113,5.0,141.6
463219,5.0,540.7
360086,4.75,7016.6
457965,4.83,81.8
72449,4.3,856.7
193430,5.0,524.2
39172,5.0,184.3
303070,4.5,384.7
216068,5.0,565.8
384510,2.5,106.2
367865,5.0,139.2
391390,5.0,500.7
141937,4.0,124.6
53197,5.0,178.1
400273,4.0,208.7
535431,0.83,1066.6
480776,2.6,52.0
305431,4.5,515.2
443640,3.2,389.9
406331,4.8,152.5
441118,3.0,488.2
142369,5.0,104.4
145858,5.0,727.0
173730,0.0,198.0
170199,4.6,97.2
239866,0.0,639.7
46189,4.5,447.3
314384,5.0,628.7
136231,4.0,77.3
174536,5.0,144.1
341816,3.0,213.4
59515,4.12,200.6
320708,5.0,86.3
211091,0.0,225.5
286851,2.5,521.2
248212,4.0,64.8
280644,5.0,137.9
176883,5.0,1021.7
298908,4.0,143.7
102035,3.7,559.2
430445,5.0,528.8
239871,0.0,709.7
328250,5.0,293.6
146686,4.0,326.8
138477,4.5,706.8
287778,4.67,224.7
204122,0.0,5660.6
437637,5.0,460.9
123115,5.0,337.2
152844,5.0,582.6
132195,4.5,752.6
248962,5.0,190.8
384264,5.0,558.7
199545,4.0,366.4
422291,5.0,352.3
427531,5.0,157.9
389642,3.0,260.5
287235,5.0,172.2
110085,3.5,185.9
371549,5.0,265.9
444320,4.0,703.0
284465,4.3,3103.5
376813,5.0,316.1
51506,5.0,72.8
134015,1.5,197.4
202195,4.0,360.6
407516,5.0,59.5
92113,3.67,470.1
354047,1.5,167.3
230565,4.0,682.5
134085,3.5,480.5
38811,5.0,422.2
185520,4.5,955.7
390230,5.0,126.4
401605,4.67,548.5
356849,5.0,5213.9
393988,5.0,415.8
360444,5.0,1074.7
192390,5.0,349.9
446452,5.0,168.2
454621,4.0,679.2
440388,4.0,390.5
246224,5.0,163.9
484992,1.0,416.5
276865,4.14,283.3
172744,0.0,658.7
147212,3.0,570.2
214193,5.0,348.4
361927,5.0,749.2
450466,4.0,317.8
439143,5.0,462.6
298874,4.42,145.1
140196,4.17,270.8
196006,4.0,604.9
409229,5.0,386.7
174469,5.0,148.5
296051,5.0,183.4
256763,3.0,724.1
306590,4.0,561.2
52289,4.25,113.5
433071,3.0,195.1
218648,4.0,187.2
146447,4.75,667.1
256734,4.82,217.8
212028,5.0,233.4
408303,5.0,283.1
25512,4.5,146.6
363904,5.0,273.9
481157,1.0,524.6
18719,4.8,310.6
335539,4.0,286.9
303944,5.0,417.9
443720,3.0,1016.2
407098,0.0,372.0
285568,5.0,406.7
432027,5.0,954.5
207743,5.0,240.4
299968,5.0,87.2
464946,4.33,104.1
130642,5.0,659.1
395202,0.0,772.0
335495,4.83,200.7
192542,4.5,365.2
315110,5.0,456.0
368878,5.0,591.2
147563,4.0,593.0
207466,5.0,158.9
193719,2.0,533.9
251976,5.0,262.2
334501,4.5,303.3
123117,3.2,3575.7
38852,3.6,493.4
181808,4.5,503.2
291073,4.5,158.7
186143,4.25,284.1
250232,4.81,160.2
411859,4.0,188.9
382731,4.0,313.5
134787,2.75,432.4
154576,4.48,162.0
222030,3.67,4434.1
52565,4.0,440.6
103393,5.0,315.9
358626,4.75,132.7
53152,4.0,315.3
211322,4.5,216.0
251714,5.0,138.1
343821,4.93,397.2
168420,5.0,174.7
402351,5.0,522.0
319381,2.5,143.5
489707,4.5,182.1
389301,3.54,221.8
29916,4.89,325.0
36482,3.33,49.6
98844,4.62,469.2
65207,5.0,191.9
496766,5.0,381.7
140746,5.0,1340.3
302344,5.0,2335.8
56036,5.0,703.2
74284,3.57,1014.0
361017,5.0,179.6
437219,2.5,498.8
467076,2.5,374.2
327141,2.5,426.6
342698,2.0,343.0
304814,4.0,354.1
387488,4.0,426.6
81280,5.0,155.3
261482,4.67,212.1
77380,4.75,1846.7
240369,4.0,190.4
340730,0.0,97.1
334951,5.0,241.2
305987,3.0,389.3
337893,5.0,39.9
157160,5.0,183.1
35632,5.0,252.2
141712,5.0,501.2
21357,3.62,628.9
205443,2.5,422.7
201813,4.67,208.1
198343,4.0,264.5
279176,5.0,46.8
532472,5.0,916.8
32204,4.53,390.7
378540,2.5,42.5
293049,4.57,331.6
104773,4.0,68.9
129919,5.0,776.4
391335,5.0,544.2
383339,4.2,546.9
96727,4.78,1057.9
474258,4.33,531.8
209322,3.0,200.3
60454,4.52,569.1
240447,4.5,105.0
375376,5.0,2314.8
160398,4.5,745.5
350400,3.33,183.2
280251,4.33,157.7
242761,4.5,69.4
11878,5.0,240.8
385823,5.0,89.1
22711,4.0,810.9
98821,4.5,133.6
152534,4.28,991.2
423516,5.0,115.8
418756,4.86,305.4
481195,5.0,85.8
53312,4.0,204.2
51922,4.0,472.9
11363,3.11,244.5
63131,4.68,245.2
108819,4.43,93.8
344420,1.5,214.7
292317,4.5,132.6
79313,5.0,666.6
282644,4.5,440.6
19953,5.0,215.9
97808,4.0,953.5
16451,4.2,37.2
84610,4.25,168.9
116449,4.67,209.9
24760,4.0,195.5
261888,4.8,96.3
133328,4.0,527.5
196614,3.57,336.4
238453,4.5,425.5
23078,4.67,2282.1
67142,1.0,2729.7
484624,5.0,685.3
97968,4.67,472.5
87640,4.0,382.1
413910,5.0,178.3
154187,3.5,83.4
327979,5.0,165.5
196319,5.0,510.2
184785,4.0,302.6
15255,2.5,200.7
344648,3.57,1305.9
438092,5.0,47.6
265262,2.0,113.3
247277,4.0,504.9
190891,5.0,72.5
449891,5.0,162.6
163005,4.5,465.3
473002,5.0,495.2
32088,5.0,196.2
286681,5.0,388.3
361328,4.33,666.0
376660,3.0,173.6
285666,4.0,182.9
159527,5.0,269.3
220237,5.0,138.4
375362,3.8,262.4
75408,4.78,0.5
196548,4.12,305.0
399709,4.44,403.1
217296,5.0,251.7
55809,4.0,141.9
198660,4.67,484.3
121107,4.5,139.2
98478,4.5,657.9
420409,4.0,258.0
393667,5.0,127.8
106902,5.0,64.4
435816,5.0,907.0
134086,5.0,142.3
246617,3.5,485.8
221942,4.25,418.1
21816,4.0,162.2
198073,4.0,138.8
169105,5.0,271.6
258868,5.0,37.3
15063,4.62,315.2
202949,2.6,146.7
454944,5.0,172.2
497150,5.0,193.2
202840,4.0,265.4
392350,4.0,19.2
184214,4.67,95.6
99065,4.17,669.7
325657,5.0,38.1
49737,4.41,241.4
15202,4.67,354.7
15211,5.0,285.9
15209,5.0,253.0
187601,4.12,374.7
37796,4.12,166.4
218687,4.33,153.8
127048,3.25,957.6
26420,4.56,163.9
142215,5.0,348.5
426696,5.0,216.2
157808,4.13,223.8
229979,5.0,101.4
128830,4.5,71.7
128840,5.0,161.1
436082,0.0,1316.6
407659,5.0,266.1
87289,4.33,555.0
432965,5.0,445.5
266021,3.33,373.5
215290,5.0,388.6
147286,3.62,362.6
407471,4.5,366.9
367828,4.75,339.3
367823,0.0,81.2
349331,5.0,511.6
429248,5.0,219.2
483908,5.0,3.9
154007,5.0,915.8
187210,4.9,16.1
218967,4.5,162.6
140610,1.75,140.3
79736,4.67,170.4
230686,5.0,136.9
470837,5.0,559.2
483029,5.0,105.8
422277,5.0,521.2
392181,3.84,1191.1
468143,5.0,172.3
344503,4.5,391.8
362654,5.0,23.8
157657,3.0,541.0
468652,5.0,118.3
251800,5.0,817.6
423369,5.0,774.0
374703,5.0,28.2
370567,4.71,218.2
100837,5.0,182.0
368257,0.0,1596.2
365158,5.0,1124.9
484526,5.0,118.3
118801,5.0,174.8
146093,5.0,1311.8
269443,5.0,384.9
286484,4.0,72.9
303978,5.0,369.5
323492,5.0,97.5
283618,3.8,384.7
480558,5.0,304.1
416980,5.0,40.7
391705,4.78,26.8
176996,5.0,57.7
249911,4.0,90.9
255928,5.0,43.0
236346,3.2,445.7
316669,4.62,331.2
190411,1.5,451.6
316221,5.0,766.0
444002,5.0,181.3
290187,4.0,183.0
112386,4.67,129.4
11361,4.0,483.8
248676,5.0,408.1
359972,3.0,61.9
427872,5.0,73.7
357474,3.0,90.0
29935,4.51,369.6
459738,0.0,46.0
458929,5.0,7.8
458729,5.0,46.3
447710,4.0,462.3
374271,5.0,173.9
187843,4.0,533.4
78123,4.52,624.6
420931,5.0,218.2
111198,5.0,404.9
276330,4.67,271.4
103811,4.02,535.4
56719,4.25,490.2
164636,4.29,526.5
58321,4.25,19.5
100864,4.02,488.2
332651,4.33,572.3
146767,3.5,415.7
102895,5.0,87.5
33246,3.5,1578.1
14881,4.75,415.6
493178,4.0,533.8
302498,5.0,195.9
13805,4.0,355.0
378067,4.5,214.9
164100,0.0,192.0
266081,5.0,637.0
206648,4.0,211.0
207897,4.0,536.5
320454,4.0,225.0
377326,2.0,367.5
216873,4.0,302.8
407947,5.0,271.0
389672,4.0,217.6
111072,4.4,413.1
165438,4.5,270.4
80411,4.28,635.4
149243,5.0,449.3
247646,5.0,171.8
256535,5.0,330.2
267159,3.0,336.2
401283,5.0,257.0
165274,2.0,34.4
211938,4.25,163.8
217180,5.0,172.3
47924,4.56,401.7
418500,5.0,121.0
137296,4.0,122.3
428566,2.0,131.3
533190,0.0,398.7
291956,5.0,279.2
385464,3.0,347.9
385460,4.0,249.6
172373,4.33,313.8
12983,5.0,550.2
240165,4.0,91.4
344373,5.0,975.7
348965,4.5,63.1
478546,2.0,19.1
168663,5.0,41.4
40228,4.75,649.2
433667,5.0,951.8
351229,4.33,131.9
169849,5.0,115.6
365138,3.83,244.4
459089,4.0,229.3
255985,3.0,737.4
244971,2.5,346.7
39169,4.0,166.3
248672,4.75,56.2
88740,4.0,467.4
121344,4.67,270.1
176593,5.0,949.8
132955,4.2,308.5
402246,5.0,458.6
83417,4.86,222.5
94547,4.42,86.5
262768,4.5,527.9
390932,5.0,170.3
287573,5.0,2921.2
310869,5.0,254.9
163492,5.0,275.5
8606,4.67,155.3
181656,4.0,303.1
389560,5.0,181.8
85434,5.0,111.5
90499,3.6,296.3
272869,4.0,477.9
57203,4.67,182.5
429838,3.85,152.0
289559,4.31,38.1
349293,5.0,340.8
509443,5.0,358.5
423880,3.0,112.1
127184,3.5,262.1
131582,4.5,365.3
141738,3.0,207.1
470575,5.0,228.0
180817,4.0,170.0
133326,4.71,541.3
359203,5.0,344.6
185088,4.33,440.1
215039,4.18,354.1
133481,5.0,530.3
513963,5.0,537.2
300960,5.0,89.1
98213,4.29,154.2
531143,2.0,508.4
213395,5.0,960.8
286624,3.5,11.3
27060,4.5,336.5
82530,4.5,227.2
334201,4.0,85.3
358003,5.0,154.7
482111,5.0,80.4
286807,2.5,87.1
457730,5.0,87.0
127743,5.0,1954.8
368029,5.0,436.6
135933,5.0,117.4
126072,4.67,1515.2
20238,3.5,203.8
129377,4.0,392.1
402119,5.0,1302.8
289509,5.0,235.3
417632,3.0,713.9
151775,4.25,423.0
83703,4.5,218.6
239306,4.5,219.9
89434,4.92,277.7
468112,3.2,15.0
458576,2.0,93.5
146813,4.89,74.9
181106,4.4,176.4
632,4.35,184.5
6652,4.33,1445.4
292147,3.57,2154.8
221429,4.44,158.8
139353,4.52,196.8
470360,4.0,125.2
418387,5.0,121.4
382300,3.33,1132.4
223872,4.58,242.7
218671,4.88,266.8
430121,3.56,33.4
268681,4.29,1444.4
151328,4.58,107.5
203134,4.08,186.8
436030,5.0,182.8
320924,3.92,190.7
220503,4.86,155.0
336323,1.25,190.1
325137,4.6,2528.2
486979,5.0,196.7
22774,3.9,560.8
79425,3.33,200.5
213681,5.0,270.9
121712,4.33,203.8
155344,4.0,766.0
175339,5.0,131.1
72600,5.0,764.3
50614,5.0,957.6
133784,3.0,228.0
235003,5.0,239.6
140723,5.0,663.0
326839,5.0,612.7
467326,5.0,123.3
43669,4.0,449.5
73566,4.0,885.2
449768,5.0,267.5
404661,2.0,224.2
381713,5.0,202.0
257696,5.0,502.9
187606,4.5,224.3
91515,5.0,363.7
289891,4.4,501.0
412073,4.4,69.1
123746,4.86,344.7
206020,5.0,561.4
345595,5.0,484.7
129227,5.0,1185.8
472955,0.0,29.1
17490,5.0,13465.2
130002,5.0,458.5
53353,2.5,5290.2
105756,2.5,157.8
307362,3.0,1131.0
51803,4.53,45.4
438263,5.0,225.8
525649,0.0,69.5
115160,5.0,282.4
168222,4.4,171.1
140172,4.33,891.6
305112,2.0,285.1
53481,4.64,535.4
76887,3.86,893.3
392598,1.0,408.9
113197,4.0,233.7
398071,5.0,528.7
66527,3.83,487.1
184890,4.33,507.4
79046,4.4,302.9
356163,5.0,428.3
41673,4.22,150.7
506885,5.0,774.6
277539,4.0,98.5
169487,2.5,91.2
317587,5.0,133.3
20624,4.59,178.8
360232,4.67,176.9
246548,0.0,378.1
67446,4.25,494.3
153028,4.56,833.5
172651,4.67,421.1
348952,3.0,448.2
5276,3.25,289.9
140173,4.0,452.4
31184,4.37,596.2
164178,5.0,297.2
289025,5.0,162.1
287502,4.67,658.0
75079,4.0,392.4
147100,5.0,477.9
233317,5.0,125.5
109793,4.0,222.8
291409,5.0,226.2
27275,4.31,565.7
282812,0.0,651.7
311608,4.67,49.4
382234,5.0,599.8
237391,4.5,194.9
266997,4.5,266.8
21916,5.0,273.2
229451,4.5,144.4
204040,3.83,187.9
82287,5.0,791.4
302815,4.73,368.2
311842,5.0,223.8
531148,0.0,414.7
364157,4.5,376.9
411979,4.75,179.3
102832,5.0,2305.9
246180,4.75,388.2
224908,5.0,726.3
364761,4.0,893.4
489337,5.0,206.2
262448,5.0,190.1
294427,5.0,884.8
328436,4.0,284.0
357228,3.0,208.5
50246,0.0,3600.1
400187,5.0,60.4
67421,1.0,177.8
238815,3.71,248.8
240311,5.0,495.9
240314,5.0,156.4
242259,5.0,172.4
315063,3.33,245.5
503440,4.0,1911.6
124275,5.0,169.5
450534,5.0,173.9
124279,5.0,238.6
400903,5.0,482.4
250900,3.25,3551.1
50248,2.0,2138.5
219485,5.0,305.2
454763,5.0,549.1
42363,5.0,339.0
160494,4.5,2037.0
143942,4.29,248.8
394049,3.0,584.0
221166,5.0,395.1
254267,5.0,159.6
109232,5.0,518.4
275691,4.5,512.6
404233,5.0,382.1
461235,5.0,52.9
107777,5.0,288.2
201094,4.45,366.4
245950,4.0,263.2
33561,3.6,619.1
366895,5.0,567.4
376468,5.0,130.0
392368,5.0,42.6
170336,4.91,124.8
471666,0.0,409.8
388578,4.0,463.5
360881,4.0,326.9
461437,5.0,551.6
144117,5.0,387.4
431624,5.0,406.5
312406,3.0,654.2
453243,5.0,370.0
79372,4.0,157.4
101260,5.0,495.0
100340,4.0,1127.8
104571,5.0,9198.6
108955,4.27,1143.2
490759,5.0,48.8
105452,4.59,254.6
266037,3.0,161.2
496213,4.6,86.2
271663,3.75,140.5
400243,5.0,28.8
293320,5.0,125.2
260781,4.09,130.2
399828,3.57,291.4
501408,3.41,248.0
420062,5.0,210.4
448508,5.0,72.2
181244,4.5,588.8
256464,4.67,9.9
405737,4.29,335.3
315678,3.0,87.7
104927,4.0,356.2
44972,5.0,3567.0
122791,0.0,711.7
100051,5.0,164.6
517511,0.5,370.7
43703,3.65,79.3
354010,5.0,235.7
195810,3.0,287.9
66469,5.0,104.3
395471,4.0,112.2
458255,5.0,82.7
458467,4.0,71.8
143234,4.29,622.3
19281,4.0,661.5
249457,4.92,186.9
20930,5.0,549.0
246457,5.0,78.4
214264,4.25,335.2
148362,4.0,100.8
77497,4.75,165.8
122497,5.0,364.3
85118,4.33,295.9
416599,4.5,33.3
193899,4.0,140.9
39280,4.21,389.7
203378,5.0,331.4
490284,0.0,5550.7
289160,5.0,284.3
513216,3.43,659.0
388669,4.0,822.7
320442,4.44,40.5
182904,4.83,734.8
422611,3.0,25.3
290008,5.0,65.5
427175,5.0,119.3
216014,5.0,406.6
144841,2.5,498.7
4764,4.62,382.8
162657,5.0,207.3
250347,3.4,685.3
313624,2.0,846.9
160776,4.29,233.4
104732,4.52,377.8
138700,4.67,222.4
17231,4.57,202.5
472957,4.06,340.9
88418,4.14,246.8
106447,4.0,343.7
432997,5.0,501.9
37960,4.82,316.3
104967,4.5,196.6
227420,5.0,409.8
108497,4.57,260.9
305137,4.0,633.1
291796,5.0,317.1
478604,5.0,29.0
166483,4.0,418.1
102154,5.0,384.1
194068,3.5,234.7
61040,4.94,358.2
138235,5.0,461.8
240747,5.0,718.6
26954,4.54,655.1
383978,3.0,590.0
137992,4.0,455.3
531254,0.0,88.6
262501,5.0,77.3
385415,4.5,66.4
516214,5.0,277.4
362558,4.0,738.2
19294,4.0,563.5
383923,4.0,544.6
187040,4.33,532.6
120462,4.33,783.7
136796,4.0,272.2
111625,5.0,499.7
170841,5.0,249.5
220280,4.0,264.9
297466,3.0,131.0
411923,5.0,416.5
132775,5.0,379.7
242513,5.0,380.8
108318,4.0,554.3
88051,5.0,212.9
393489,2.5,419.9
204404,5.0,385.8
60024,5.0,466.8
204393,4.0,1844.8
208277,2.5,207.8
159357,5.0,930.9
419880,5.0,163.8
231411,4.0,596.7
152441,4.42,124.4
254521,5.0,299.4
314185,5.0,756.4
102930,4.67,483.1
502982,5.0,370.3
65045,5.0,232.9
128544,4.0,537.2
377194,4.57,593.4
255242,4.88,327.2
301235,4.0,394.2
403839,5.0,378.4
281328,4.67,339.8
390745,5.0,290.8
391156,5.0,229.0
459271,5.0,537.4
323063,5.0,67.8
394192,5.0,437.1
294421,5.0,282.3
257111,5.0,283.8
259806,4.5,176.2
300231,4.8,436.4
274469,5.0,222.8
273114,4.67,204.8
432661,5.0,174.5
263058,5.0,326.6
460167,5.0,805.1
276976,4.55,299.9
377279,4.5,124.6
280714,3.5,11.9
281314,5.0,329.8
270302,3.0,1009.2
280453,4.92,117.4
482075,5.0,129.7
390750,4.8,128.5
320542,5.0,39.3
281147,4.44,324.9
484819,5.0,370.9
269192,5.0,283.1
296176,4.33,82.4
344976,5.0,1045.0
416640,4.83,269.7
307065,5.0,137.8
415334,4.5,322.4
388488,4.0,185.8
338331,5.0,951.0
187438,4.0,574.8
190279,5.0,316.7
42828,4.0,2832.0
359316,4.5,260.6
101194,4.71,288.8
440735,3.33,386.7
182867,5.0,582.5
824,5.0,149.4
368280,5.0,1114.0
398956,3.5,304.9
474805,5.0,114.5
169968,3.5,244.4
210455,4.4,588.6
186414,4.0,122.7
215973,5.0,368.0
119225,4.8,311.6
407166,4.33,267.2
136112,4.33,578.6
215918,5.0,431.3
353419,3.5,436.5
296654,5.0,116.6
114204,4.25,721.4
430737,4.0,618.2
285629,3.62,520.5
166082,5.0,979.9
110646,4.88,463.7
150333,4.55,654.8
33701,3.6,230.6
239647,5.0,606.8
406746,5.0,543.5
106244,5.0,575.1
36072,4.0,245.7
123408,5.0,254.4
277145,4.5,390.1
16263,4.0,387.8
51716,4.78,769.4
79826,4.33,525.9
63069,2.0,184.9
418712,5.0,461.1
131286,3.75,350.5
455051,5.0,503.1
329728,0.0,253.6
112648,5.0,195.9
317798,4.29,308.8
374369,3.0,106.0
200373,3.55,140.2
187309,5.0,237.4
362546,5.0,1159.4
81108,4.33,464.6
294521,3.81,936.8
468765,2.0,38.1
427261,4.0,146.6
309806,5.0,371.8
21428,4.9,345.8
66404,4.6,75.5
503736,5.0,297.2
200419,3.87,84.8
505748,5.0,19.7
166653,2.0,178.3
525818,3.0,98.4
497554,5.0,348.5
258970,4.33,196.8
